year,quarter,state,district,registeredusers
2018,Q3,Uttarakhand,Udham Singh Nagar,162754
2018,Q3,Uttarakhand,Nainital,79936
2018,Q3,Uttarakhand,Pauri Garhwal,36059
2018,Q3,Uttarakhand,Tehri Garhwal,23575
2018,Q3,Uttarakhand,Almora,20152
2018,Q3,Uttarakhand,Pithoragarh,16483
2018,Q3,Uttarakhand,Chamoli,14112
2018,Q3,Uttarakhand,Uttarkashi,10793
2021,Q3,Uttar Pradesh,Gautam Buddha Nagar,2496114
2021,Q3,Uttar Pradesh,Lucknow,2076033
2021,Q3,Uttar Pradesh,Ghaziabad,2031752
2021,Q3,Uttar Pradesh,Prayagraj,1320432
2021,Q3,Uttar Pradesh,Kanpur Nagar,1263050
2021,Q3,Uttar Pradesh,Varanasi,1239725
2021,Q3,Uttar Pradesh,Agra,1124720
2021,Q3,Uttar Pradesh,Gorakhpur,900171
2021,Q3,Uttar Pradesh,Meerut,853246
2021,Q3,Uttar Pradesh,Bareilly,766809
2021,Q2,Uttar Pradesh,Gautam Buddha Nagar,2329954
2021,Q2,Uttar Pradesh,Lucknow,1937173
2021,Q2,Uttar Pradesh,Ghaziabad,1895314
2021,Q2,Uttar Pradesh,Prayagraj,1225800
2021,Q2,Uttar Pradesh,Kanpur Nagar,1176708
2021,Q2,Uttar Pradesh,Varanasi,1154661
2021,Q2,Uttar Pradesh,Agra,1044788
2021,Q2,Uttar Pradesh,Gorakhpur,835887
2021,Q2,Uttar Pradesh,Meerut,794314
2021,Q2,Uttar Pradesh,Bareilly,710778
2021,Q4,Uttar Pradesh,Gautam Buddha Nagar,2664034
2021,Q4,Uttar Pradesh,Lucknow,2215886
2021,Q4,Uttar Pradesh,Ghaziabad,2169109
2021,Q4,Uttar Pradesh,Prayagraj,1414447
2021,Q4,Uttar Pradesh,Kanpur Nagar,1349794
2021,Q4,Uttar Pradesh,Varanasi,1325315
2021,Q4,Uttar Pradesh,Agra,1204274
2021,Q4,Uttar Pradesh,Gorakhpur,964667
2021,Q4,Uttar Pradesh,Meerut,911852
2021,Q4,Uttar Pradesh,Bareilly,821986
2021,Q1,Uttar Pradesh,Gautam Buddha Nagar,2181874
2021,Q1,Uttar Pradesh,Lucknow,1813076
2021,Q1,Uttar Pradesh,Ghaziabad,1773332
2021,Q1,Uttar Pradesh,Prayagraj,1143612
2021,Q1,Uttar Pradesh,Kanpur Nagar,1100587
2021,Q1,Uttar Pradesh,Varanasi,1079309
2021,Q1,Uttar Pradesh,Agra,974389
2021,Q1,Uttar Pradesh,Gorakhpur,780306
2021,Q1,Uttar Pradesh,Meerut,741901
2021,Q1,Uttar Pradesh,Bareilly,662143
2020,Q4,Uttar Pradesh,Gautam Buddha Nagar,2030178
2020,Q4,Uttar Pradesh,Lucknow,1684510
2020,Q4,Uttar Pradesh,Ghaziabad,1647330
2020,Q4,Uttar Pradesh,Prayagraj,1059982
2020,Q4,Uttar Pradesh,Kanpur Nagar,1022768
2020,Q4,Uttar Pradesh,Varanasi,1003989
2020,Q4,Uttar Pradesh,Agra,900497
2020,Q4,Uttar Pradesh,Gorakhpur,722618
2020,Q4,Uttar Pradesh,Meerut,686266
2020,Q4,Uttar Pradesh,Bareilly,611236
2020,Q3,Uttar Pradesh,Gautam Buddha Nagar,1885370
2020,Q3,Uttar Pradesh,Lucknow,1551932
2020,Q3,Uttar Pradesh,Ghaziabad,1518450
2020,Q3,Uttar Pradesh,Prayagraj,974228
2020,Q3,Uttar Pradesh,Kanpur Nagar,941379
2020,Q3,Uttar Pradesh,Varanasi,927313
2020,Q3,Uttar Pradesh,Agra,822893
2020,Q3,Uttar Pradesh,Gorakhpur,661272
2020,Q3,Uttar Pradesh,Meerut,624570
2020,Q3,Uttar Pradesh,Bareilly,558821
2020,Q1,Uttar Pradesh,Gautam Buddha Nagar,1656331
2020,Q1,Uttar Pradesh,Lucknow,1329098
2020,Q1,Uttar Pradesh,Ghaziabad,1296464
2020,Q1,Uttar Pradesh,Prayagraj,816436
2020,Q1,Uttar Pradesh,Kanpur Nagar,788847
2020,Q1,Uttar Pradesh,Varanasi,777234
2020,Q1,Uttar Pradesh,Agra,668251
2020,Q1,Uttar Pradesh,Gorakhpur,539316
2020,Q1,Uttar Pradesh,Meerut,509693
2020,Q1,Uttar Pradesh,Bareilly,452872
2020,Q2,Uttar Pradesh,Gautam Buddha Nagar,1756163
2020,Q2,Uttar Pradesh,Lucknow,1434386
2020,Q2,Uttar Pradesh,Ghaziabad,1399514
2020,Q2,Uttar Pradesh,Prayagraj,892787
2020,Q2,Uttar Pradesh,Kanpur Nagar,864991
2020,Q2,Uttar Pradesh,Varanasi,851213
2020,Q2,Uttar Pradesh,Agra,746336
2020,Q2,Uttar Pradesh,Gorakhpur,600961
2020,Q2,Uttar Pradesh,Meerut,566838
2020,Q2,Uttar Pradesh,Bareilly,507342
2022,Q4,Uttar Pradesh,Gautam Buddha Nagar,3286371
2022,Q4,Uttar Pradesh,Lucknow,2734333
2022,Q4,Uttar Pradesh,Ghaziabad,2676888
2022,Q4,Uttar Pradesh,Prayagraj,1763014
2022,Q4,Uttar Pradesh,Kanpur Nagar,1673173
2022,Q4,Uttar Pradesh,Varanasi,1641943
2022,Q4,Uttar Pradesh,Agra,1497144
2022,Q4,Uttar Pradesh,Gorakhpur,1205580
2022,Q4,Uttar Pradesh,Meerut,1127324
2022,Q4,Uttar Pradesh,Bareilly,1025341
2022,Q1,Uttar Pradesh,Gautam Buddha Nagar,2822463
2022,Q1,Uttar Pradesh,Lucknow,2348173
2022,Q1,Uttar Pradesh,Ghaziabad,2298103
2022,Q1,Uttar Pradesh,Prayagraj,1504572
2022,Q1,Uttar Pradesh,Kanpur Nagar,1431918
2022,Q1,Uttar Pradesh,Varanasi,1406056
2022,Q1,Uttar Pradesh,Agra,1279852
2022,Q1,Uttar Pradesh,Gorakhpur,1027283
2022,Q1,Uttar Pradesh,Meerut,967325
2022,Q1,Uttar Pradesh,Bareilly,875033
2022,Q2,Uttar Pradesh,Gautam Buddha Nagar,2973360
2022,Q2,Uttar Pradesh,Lucknow,2474317
2022,Q2,Uttar Pradesh,Ghaziabad,2421605
2022,Q2,Uttar Pradesh,Prayagraj,1590032
2022,Q2,Uttar Pradesh,Kanpur Nagar,1510491
2022,Q2,Uttar Pradesh,Varanasi,1483315
2022,Q2,Uttar Pradesh,Agra,1351856
2022,Q2,Uttar Pradesh,Gorakhpur,1086399
2022,Q2,Uttar Pradesh,Meerut,1020429
2022,Q2,Uttar Pradesh,Bareilly,925536
2022,Q3,Uttar Pradesh,Gautam Buddha Nagar,3130224
2022,Q3,Uttar Pradesh,Lucknow,2604663
2022,Q3,Uttar Pradesh,Ghaziabad,2549377
2022,Q3,Uttar Pradesh,Prayagraj,1678668
2022,Q3,Uttar Pradesh,Kanpur Nagar,1592126
2022,Q3,Uttar Pradesh,Varanasi,1563730
2022,Q3,Uttar Pradesh,Agra,1426154
2022,Q3,Uttar Pradesh,Gorakhpur,1148103
2022,Q3,Uttar Pradesh,Meerut,1075255
2022,Q3,Uttar Pradesh,Bareilly,977218
2019,Q3,Uttar Pradesh,Gautam Buddha Nagar,1415905
2019,Q3,Uttar Pradesh,Lucknow,1124832
2019,Q3,Uttar Pradesh,Ghaziabad,1088568
2019,Q3,Uttar Pradesh,Prayagraj,667277
2019,Q3,Uttar Pradesh,Kanpur Nagar,655175
2019,Q3,Uttar Pradesh,Varanasi,639586
2019,Q3,Uttar Pradesh,Agra,530228
2019,Q3,Uttar Pradesh,Gorakhpur,434172
2019,Q3,Uttar Pradesh,Meerut,408972
2019,Q3,Uttar Pradesh,Bareilly,356146
2019,Q2,Uttar Pradesh,Gautam Buddha Nagar,1282816
2019,Q2,Uttar Pradesh,Lucknow,1011470
2019,Q2,Uttar Pradesh,Ghaziabad,975605
2019,Q2,Uttar Pradesh,Prayagraj,602739
2019,Q2,Uttar Pradesh,Kanpur Nagar,585796
2019,Q2,Uttar Pradesh,Varanasi,583444
2019,Q2,Uttar Pradesh,Agra,461224
2019,Q2,Uttar Pradesh,Gorakhpur,387961
2019,Q2,Uttar Pradesh,Meerut,361091
2019,Q2,Uttar Pradesh,Bareilly,318597
2019,Q1,Uttar Pradesh,Gautam Buddha Nagar,1143614
2019,Q1,Uttar Pradesh,Lucknow,896208
2019,Q1,Uttar Pradesh,Ghaziabad,859583
2019,Q1,Uttar Pradesh,Prayagraj,532230
2019,Q1,Uttar Pradesh,Varanasi,524667
2019,Q1,Uttar Pradesh,Kanpur Nagar,511583
2019,Q1,Uttar Pradesh,Agra,392222
2019,Q1,Uttar Pradesh,Gorakhpur,336196
2019,Q1,Uttar Pradesh,Meerut,311930
2019,Q1,Uttar Pradesh,Bareilly,279714
2019,Q4,Uttar Pradesh,Gautam Buddha Nagar,1537791
2019,Q4,Uttar Pradesh,Lucknow,1221681
2019,Q4,Uttar Pradesh,Ghaziabad,1189357
2019,Q4,Uttar Pradesh,Prayagraj,738307
2019,Q4,Uttar Pradesh,Kanpur Nagar,718251
2019,Q4,Uttar Pradesh,Varanasi,706509
2019,Q4,Uttar Pradesh,Agra,593453
2019,Q4,Uttar Pradesh,Gorakhpur,483523
2019,Q4,Uttar Pradesh,Meerut,455353
2019,Q4,Uttar Pradesh,Bareilly,398897
2023,Q2,Uttar Pradesh,Gautam Buddha Nagar,3562632
2023,Q2,Uttar Pradesh,Lucknow,2965623
2023,Q2,Uttar Pradesh,Ghaziabad,2904454
2023,Q2,Uttar Pradesh,Prayagraj,1923415
2023,Q2,Uttar Pradesh,Kanpur Nagar,1819802
2023,Q2,Uttar Pradesh,Varanasi,1786176
2023,Q2,Uttar Pradesh,Agra,1630258
2023,Q2,Uttar Pradesh,Gorakhpur,1315842
2023,Q2,Uttar Pradesh,Meerut,1224499
2023,Q2,Uttar Pradesh,Bareilly,1119305
2023,Q3,Uttar Pradesh,Gautam Buddha Nagar,3694806
2023,Q3,Uttar Pradesh,Lucknow,3079592
2023,Q3,Uttar Pradesh,Ghaziabad,3015494
2023,Q3,Uttar Pradesh,Prayagraj,2002831
2023,Q3,Uttar Pradesh,Kanpur Nagar,1892032
2023,Q3,Uttar Pradesh,Varanasi,1857307
2023,Q3,Uttar Pradesh,Agra,1696452
2023,Q3,Uttar Pradesh,Gorakhpur,1370080
2023,Q3,Uttar Pradesh,Meerut,1272850
2023,Q3,Uttar Pradesh,Bareilly,1164885
2023,Q4,Uttar Pradesh,Gautam Buddha Nagar,3820774
2023,Q4,Uttar Pradesh,Lucknow,3186571
2023,Q4,Uttar Pradesh,Ghaziabad,3120359
2023,Q4,Uttar Pradesh,Prayagraj,2077118
2023,Q4,Uttar Pradesh,Kanpur Nagar,1960237
2023,Q4,Uttar Pradesh,Varanasi,1924417
2023,Q4,Uttar Pradesh,Agra,1757237
2023,Q4,Uttar Pradesh,Gorakhpur,1422116
2023,Q4,Uttar Pradesh,Meerut,1317753
2023,Q4,Uttar Pradesh,Bareilly,1207371
2023,Q1,Uttar Pradesh,Gautam Buddha Nagar,3434422
2023,Q1,Uttar Pradesh,Lucknow,2858255
2023,Q1,Uttar Pradesh,Ghaziabad,2798185
2023,Q1,Uttar Pradesh,Prayagraj,1847496
2023,Q1,Uttar Pradesh,Kanpur Nagar,1751281
2023,Q1,Uttar Pradesh,Varanasi,1718122
2023,Q1,Uttar Pradesh,Agra,1567104
2023,Q1,Uttar Pradesh,Gorakhpur,1263672
2023,Q1,Uttar Pradesh,Meerut,1178230
2023,Q1,Uttar Pradesh,Bareilly,1073906
2024,Q2,Uttar Pradesh,Gautam Buddha Nagar,4112477
2024,Q2,Uttar Pradesh,Lucknow,3433006
2024,Q2,Uttar Pradesh,Ghaziabad,3364054
2024,Q2,Uttar Pradesh,Prayagraj,2246704
2024,Q2,Uttar Pradesh,Kanpur Nagar,2116734
2024,Q2,Uttar Pradesh,Varanasi,2075958
2024,Q2,Uttar Pradesh,Agra,1897322
2024,Q2,Uttar Pradesh,Gorakhpur,1541095
2024,Q2,Uttar Pradesh,Meerut,1420863
2024,Q2,Uttar Pradesh,Bareilly,1304230
2024,Q1,Uttar Pradesh,Gautam Buddha Nagar,3965080
2024,Q1,Uttar Pradesh,Lucknow,3309599
2024,Q1,Uttar Pradesh,Ghaziabad,3240845
2024,Q1,Uttar Pradesh,Prayagraj,2163437
2024,Q1,Uttar Pradesh,Kanpur Nagar,2038863
2024,Q1,Uttar Pradesh,Varanasi,2000419
2024,Q1,Uttar Pradesh,Agra,1827812
2024,Q1,Uttar Pradesh,Gorakhpur,1482201
2024,Q1,Uttar Pradesh,Meerut,1369150
2024,Q1,Uttar Pradesh,Bareilly,1256323
2024,Q3,Uttar Pradesh,Gautambuddha Nagar,4449683
2024,Q3,Uttar Pradesh,Lucknow,3565800
2024,Q3,Uttar Pradesh,Ghaziabad,3496832
2024,Q3,Uttar Pradesh,Prayagraj,2284614
2024,Q3,Uttar Pradesh,Agra,2103223
2024,Q3,Uttar Pradesh,Kanpur Nagar,2099245
2024,Q3,Uttar Pradesh,Varanasi,2027531
2024,Q3,Uttar Pradesh,Gorakhpur,1685478
2024,Q3,Uttar Pradesh,Meerut,1591722
2024,Q3,Uttar Pradesh,Bareilly,1513919
2024,Q4,Uttar Pradesh,Gautambuddha Nagar,4577065
2024,Q4,Uttar Pradesh,Lucknow,3675410
2024,Q4,Uttar Pradesh,Ghaziabad,3585148
2024,Q4,Uttar Pradesh,Prayagraj,2366419
2024,Q4,Uttar Pradesh,Agra,2177829
2024,Q4,Uttar Pradesh,Kanpur Nagar,2169076
2024,Q4,Uttar Pradesh,Varanasi,2093895
2024,Q4,Uttar Pradesh,Gorakhpur,1752309
2024,Q4,Uttar Pradesh,Meerut,1641966
2024,Q4,Uttar Pradesh,Bareilly,1565625
2018,Q2,Uttar Pradesh,Gautam Buddha Nagar,586350
2018,Q2,Uttar Pradesh,Lucknow,506261
2018,Q2,Uttar Pradesh,Ghaziabad,434115
2018,Q2,Uttar Pradesh,Prayagraj,297113
2018,Q2,Uttar Pradesh,Varanasi,288325
2018,Q2,Uttar Pradesh,Kanpur Nagar,285101
2018,Q2,Uttar Pradesh,Agra,205298
2018,Q2,Uttar Pradesh,Gorakhpur,181126
2018,Q2,Uttar Pradesh,Meerut,167212
2018,Q2,Uttar Pradesh,Bareilly,152939
2018,Q1,Uttar Pradesh,Gautam Buddha Nagar,448768
2018,Q1,Uttar Pradesh,Lucknow,380070
2018,Q1,Uttar Pradesh,Ghaziabad,329683
2018,Q1,Uttar Pradesh,Prayagraj,220198
2018,Q1,Uttar Pradesh,Kanpur Nagar,208389
2018,Q1,Uttar Pradesh,Varanasi,206788
2018,Q1,Uttar Pradesh,Agra,148387
2018,Q1,Uttar Pradesh,Gorakhpur,132769
2018,Q1,Uttar Pradesh,Meerut,123619
2018,Q1,Uttar Pradesh,Bareilly,112369
2018,Q4,Uttar Pradesh,Gautam Buddha Nagar,951342
2018,Q4,Uttar Pradesh,Lucknow,765152
2018,Q4,Uttar Pradesh,Ghaziabad,713372
2018,Q4,Uttar Pradesh,Prayagraj,451019
2018,Q4,Uttar Pradesh,Varanasi,447144
2018,Q4,Uttar Pradesh,Kanpur Nagar,434315
2018,Q4,Uttar Pradesh,Agra,322749
2018,Q4,Uttar Pradesh,Gorakhpur,279761
2018,Q4,Uttar Pradesh,Meerut,258843
2018,Q4,Uttar Pradesh,Bareilly,233073
2018,Q3,Uttar Pradesh,Gautam Buddha Nagar,727480
2018,Q3,Uttar Pradesh,Lucknow,620328
2018,Q3,Uttar Pradesh,Ghaziabad,538532
2018,Q3,Uttar Pradesh,Prayagraj,363743
2018,Q3,Uttar Pradesh,Varanasi,352604
2018,Q3,Uttar Pradesh,Kanpur Nagar,349250
2018,Q3,Uttar Pradesh,Agra,257453
2018,Q3,Uttar Pradesh,Gorakhpur,224409
2018,Q3,Uttar Pradesh,Meerut,205977
2018,Q3,Uttar Pradesh,Bareilly,187467
2024,Q3,Tripura,West Tripura,344910
2024,Q3,Tripura,North Tripura,103849
2024,Q3,Tripura,Gomati,92687
2024,Q3,Tripura,South Tripura,88785
2024,Q3,Tripura,Sepahijala,88030
2024,Q3,Tripura,Dhalai,79489
2024,Q3,Tripura,Unakoti,63383
2024,Q3,Tripura,Khowai,55203
2024,Q4,Tripura,West Tripura,355845
2024,Q4,Tripura,North Tripura,107812
2024,Q4,Tripura,Gomati,96003
2024,Q4,Tripura,South Tripura,91963
2024,Q4,Tripura,Sepahijala,91382
2024,Q4,Tripura,Dhalai,82769
2024,Q4,Tripura,Unakoti,65864
2024,Q4,Tripura,Khowai,57278
2024,Q1,Tripura,West Tripura,328332
2024,Q1,Tripura,Sepahijala,92008
2024,Q1,Tripura,South Tripura,91509
2024,Q1,Tripura,North Tripura,84974
2024,Q1,Tripura,Gomati,77781
2024,Q1,Tripura,Dhalai,67846
2024,Q1,Tripura,Khowai,53079
2024,Q1,Tripura,Unakoti,46606
2024,Q2,Tripura,West Tripura,341477
2024,Q2,Tripura,Sepahijala,95889
2024,Q2,Tripura,South Tripura,95400
2024,Q2,Tripura,North Tripura,88558
2024,Q2,Tripura,Gomati,81049
2024,Q2,Tripura,Dhalai,70600
2024,Q2,Tripura,Khowai,55217
2024,Q2,Tripura,Unakoti,48534
2023,Q2,Tripura,West Tripura,291531
2023,Q2,Tripura,Sepahijala,80758
2023,Q2,Tripura,South Tripura,80248
2023,Q2,Tripura,North Tripura,74840
2023,Q2,Tripura,Gomati,68250
2023,Q2,Tripura,Dhalai,59728
2023,Q2,Tripura,Khowai,46636
2023,Q2,Tripura,Unakoti,41033
2023,Q3,Tripura,West Tripura,303494
2023,Q3,Tripura,Sepahijala,84329
2023,Q3,Tripura,South Tripura,83713
2023,Q3,Tripura,North Tripura,78079
2023,Q3,Tripura,Gomati,71255
2023,Q3,Tripura,Dhalai,62353
2023,Q3,Tripura,Khowai,48652
2023,Q3,Tripura,Unakoti,42803
2023,Q4,Tripura,West Tripura,315337
2023,Q4,Tripura,Sepahijala,87910
2023,Q4,Tripura,South Tripura,87397
2023,Q4,Tripura,North Tripura,81280
2023,Q4,Tripura,Gomati,74242
2023,Q4,Tripura,Dhalai,64896
2023,Q4,Tripura,Khowai,50673
2023,Q4,Tripura,Unakoti,44609
2023,Q1,Tripura,West Tripura,280021
2023,Q1,Tripura,Sepahijala,76900
2023,Q1,Tripura,South Tripura,76631
2023,Q1,Tripura,North Tripura,71616
2023,Q1,Tripura,Gomati,65137
2023,Q1,Tripura,Dhalai,56918
2023,Q1,Tripura,Khowai,44453
2023,Q1,Tripura,Unakoti,39208
2020,Q2,Tripura,West Tripura,137156
2020,Q2,Tripura,South Tripura,36522
2020,Q2,Tripura,Sepahijala,35017
2020,Q2,Tripura,North Tripura,32851
2020,Q2,Tripura,Gomati,30323
2020,Q2,Tripura,Dhalai,26043
2020,Q2,Tripura,Khowai,20922
2020,Q2,Tripura,Unakoti,17832
2020,Q4,Tripura,West Tripura,163752
2020,Q4,Tripura,South Tripura,43899
2020,Q4,Tripura,Sepahijala,43722
2020,Q4,Tripura,North Tripura,40886
2020,Q4,Tripura,Gomati,37129
2020,Q4,Tripura,Dhalai,32210
2020,Q4,Tripura,Khowai,25507
2020,Q4,Tripura,Unakoti,22005
2020,Q1,Tripura,West Tripura,124538
2020,Q1,Tripura,South Tripura,32716
2020,Q1,Tripura,Sepahijala,30379
2020,Q1,Tripura,North Tripura,28648
2020,Q1,Tripura,Gomati,26688
2020,Q1,Tripura,Dhalai,22808
2020,Q1,Tripura,Khowai,18592
2020,Q1,Tripura,Unakoti,15593
2020,Q3,Tripura,West Tripura,151432
2020,Q3,Tripura,South Tripura,40797
2020,Q3,Tripura,Sepahijala,39970
2020,Q3,Tripura,North Tripura,37284
2020,Q3,Tripura,Gomati,34073
2020,Q3,Tripura,Dhalai,29515
2020,Q3,Tripura,Khowai,23565
2020,Q3,Tripura,Unakoti,20095
2018,Q1,Tripura,West Tripura,27242
2018,Q1,Tripura,South Tripura,5361
2018,Q1,Tripura,Sepahijala,4664
2018,Q1,Tripura,Gomati,4509
2018,Q1,Tripura,North Tripura,4432
2018,Q1,Tripura,Dhalai,3448
2018,Q1,Tripura,Khowai,3017
2018,Q1,Tripura,Unakoti,2484
2018,Q2,Tripura,West Tripura,40345
2018,Q2,Tripura,South Tripura,8068
2018,Q2,Tripura,Sepahijala,7217
2018,Q2,Tripura,Gomati,6973
2018,Q2,Tripura,North Tripura,6702
2018,Q2,Tripura,Dhalai,5549
2018,Q2,Tripura,Khowai,4674
2018,Q2,Tripura,Unakoti,3841
2018,Q4,Tripura,West Tripura,67549
2018,Q4,Tripura,South Tripura,16426
2018,Q4,Tripura,Sepahijala,14973
2018,Q4,Tripura,Gomati,13542
2018,Q4,Tripura,North Tripura,13150
2018,Q4,Tripura,Dhalai,10877
2018,Q4,Tripura,Khowai,9488
2018,Q4,Tripura,Unakoti,7260
2018,Q3,Tripura,West Tripura,53531
2018,Q3,Tripura,South Tripura,12286
2018,Q3,Tripura,Sepahijala,10803
2018,Q3,Tripura,Gomati,10168
2018,Q3,Tripura,North Tripura,9771
2018,Q3,Tripura,Dhalai,8039
2018,Q3,Tripura,Khowai,6816
2018,Q3,Tripura,Unakoti,5460
2021,Q4,Tripura,West Tripura,215860
2021,Q4,Tripura,Sepahijala,58818
2021,Q4,Tripura,South Tripura,58777
2021,Q4,Tripura,North Tripura,55009
2021,Q4,Tripura,Gomati,49981
2021,Q4,Tripura,Dhalai,43705
2021,Q4,Tripura,Khowai,34253
2021,Q4,Tripura,Unakoti,29889
2021,Q1,Tripura,West Tripura,175841
2021,Q1,Tripura,South Tripura,47052
2021,Q1,Tripura,Sepahijala,46925
2021,Q1,Tripura,North Tripura,44051
2021,Q1,Tripura,Gomati,39920
2021,Q1,Tripura,Dhalai,34747
2021,Q1,Tripura,Khowai,27361
2021,Q1,Tripura,Unakoti,23739
2021,Q3,Tripura,West Tripura,202122
2021,Q3,Tripura,Sepahijala,54797
2021,Q3,Tripura,South Tripura,54747
2021,Q3,Tripura,North Tripura,51321
2021,Q3,Tripura,Gomati,46535
2021,Q3,Tripura,Dhalai,40679
2021,Q3,Tripura,Khowai,31900
2021,Q3,Tripura,Unakoti,27828
2021,Q2,Tripura,West Tripura,188123
2021,Q2,Tripura,Sepahijala,50606
2021,Q2,Tripura,South Tripura,50556
2021,Q2,Tripura,North Tripura,47392
2021,Q2,Tripura,Gomati,42972
2021,Q2,Tripura,Dhalai,37460
2021,Q2,Tripura,Khowai,29432
2021,Q2,Tripura,Unakoti,25612
2019,Q1,Tripura,West Tripura,79732
2019,Q1,Tripura,South Tripura,19784
2019,Q1,Tripura,Sepahijala,18086
2019,Q1,Tripura,Gomati,16370
2019,Q1,Tripura,North Tripura,15986
2019,Q1,Tripura,Dhalai,13219
2019,Q1,Tripura,Khowai,11327
2019,Q1,Tripura,Unakoti,8750
2019,Q3,Tripura,West Tripura,104949
2019,Q3,Tripura,South Tripura,26573
2019,Q3,Tripura,Sepahijala,24332
2019,Q3,Tripura,North Tripura,22522
2019,Q3,Tripura,Gomati,21722
2019,Q3,Tripura,Dhalai,18140
2019,Q3,Tripura,Khowai,15092
2019,Q3,Tripura,Unakoti,12126
2019,Q2,Tripura,West Tripura,93241
2019,Q2,Tripura,South Tripura,23743
2019,Q2,Tripura,Sepahijala,21673
2019,Q2,Tripura,North Tripura,19505
2019,Q2,Tripura,Gomati,19437
2019,Q2,Tripura,Dhalai,15893
2019,Q2,Tripura,Khowai,13523
2019,Q2,Tripura,Unakoti,10629
2019,Q4,Tripura,West Tripura,114108
2019,Q4,Tripura,South Tripura,29753
2019,Q4,Tripura,Sepahijala,27322
2019,Q4,Tripura,North Tripura,25703
2019,Q4,Tripura,Gomati,24160
2019,Q4,Tripura,Dhalai,20609
2019,Q4,Tripura,Khowai,16819
2019,Q4,Tripura,Unakoti,13824
2022,Q1,Tripura,West Tripura,229161
2022,Q1,Tripura,Sepahijala,62906
2022,Q1,Tripura,South Tripura,62764
2022,Q1,Tripura,North Tripura,58694
2022,Q1,Tripura,Gomati,53356
2022,Q1,Tripura,Dhalai,46680
2022,Q1,Tripura,Khowai,36592
2022,Q1,Tripura,Unakoti,31971
2022,Q2,Tripura,West Tripura,242041
2022,Q2,Tripura,Sepahijala,66602
2022,Q2,Tripura,South Tripura,66478
2022,Q2,Tripura,North Tripura,62140
2022,Q2,Tripura,Gomati,56510
2022,Q2,Tripura,Dhalai,49424
2022,Q2,Tripura,Khowai,38683
2022,Q2,Tripura,Unakoti,33904
2022,Q3,Tripura,West Tripura,255161
2022,Q3,Tripura,Sepahijala,70255
2022,Q3,Tripura,South Tripura,70107
2022,Q3,Tripura,North Tripura,65452
2022,Q3,Tripura,Gomati,59506
2022,Q3,Tripura,Dhalai,52074
2022,Q3,Tripura,Khowai,40758
2022,Q3,Tripura,Unakoti,35830
2022,Q4,Tripura,West Tripura,267713
2022,Q4,Tripura,Sepahijala,73240
2022,Q4,Tripura,South Tripura,73117
2022,Q4,Tripura,North Tripura,68352
2022,Q4,Tripura,Gomati,62115
2022,Q4,Tripura,Dhalai,54280
2022,Q4,Tripura,Khowai,42490
2022,Q4,Tripura,Unakoti,37434
2024,Q2,Telangana,Hyderabad,6138190
2024,Q2,Telangana,Rangareddy,5331711
2024,Q2,Telangana,Medchal Malkajgiri,4507995
2024,Q2,Telangana,Sangareddy,1463908
2024,Q2,Telangana,Warangal Urban,1159405
2024,Q2,Telangana,Nalgonda,1013537
2024,Q2,Telangana,Khammam,961211
2024,Q2,Telangana,Nizamabad,923061
2024,Q2,Telangana,Karimnagar,867377
2024,Q2,Telangana,Bhadradri Kothagudem,691518
2024,Q1,Telangana,Hyderabad,5928930
2024,Q1,Telangana,Rangareddy,5149421
2024,Q1,Telangana,Medchal Malkajgiri,4352811
2024,Q1,Telangana,Sangareddy,1411306
2024,Q1,Telangana,Warangal Urban,1117693
2024,Q1,Telangana,Nalgonda,975830
2024,Q1,Telangana,Khammam,925918
2024,Q1,Telangana,Nizamabad,889165
2024,Q1,Telangana,Karimnagar,835681
2024,Q1,Telangana,Bhadradri Kothagudem,666127
2024,Q4,Telangana,Rangareddy,5988320
2024,Q4,Telangana,Hyderabad,5916910
2024,Q4,Telangana,Medchal Malkajgiri,5063017
2024,Q4,Telangana,Sangareddy,1526801
2024,Q4,Telangana,Nizamabad,918096
2024,Q4,Telangana,Nalgonda,856881
2024,Q4,Telangana,Khammam,825840
2024,Q4,Telangana,Karimnagar,765956
2024,Q4,Telangana,Hanumakonda,734921
2024,Q4,Telangana,Bhadradri Kothagudem,617451
2024,Q3,Telangana,Rangareddy,5769438
2024,Q3,Telangana,Hyderabad,5757304
2024,Q3,Telangana,Medchal Malkajgiri,4907703
2024,Q3,Telangana,Sangareddy,1478576
2024,Q3,Telangana,Nizamabad,891370
2024,Q3,Telangana,Nalgonda,835287
2024,Q3,Telangana,Khammam,804962
2024,Q3,Telangana,Karimnagar,745395
2024,Q3,Telangana,Hanumakonda,712869
2024,Q3,Telangana,Bhadradri Kothagudem,599724
2023,Q2,Telangana,Hyderabad,5349842
2023,Q2,Telangana,Rangareddy,4638501
2023,Q2,Telangana,Medchal Malkajgiri,3918732
2023,Q2,Telangana,Sangareddy,1259927
2023,Q2,Telangana,Warangal Urban,1000275
2023,Q2,Telangana,Nalgonda,866073
2023,Q2,Telangana,Khammam,822976
2023,Q2,Telangana,Nizamabad,792269
2023,Q2,Telangana,Karimnagar,745882
2023,Q2,Telangana,Bhadradri Kothagudem,591314
2023,Q4,Telangana,Hyderabad,5720710
2023,Q4,Telangana,Rangareddy,4964411
2023,Q4,Telangana,Medchal Malkajgiri,4195726
2023,Q4,Telangana,Sangareddy,1356536
